,State Name [Public School] Latest available year,School Name [Public School] 2014-15,Location Address 1 [Public School] 2014-15,Location City [Public School] 2014-15,Location ZIP [Public School] 2014-15,Location ZIP4 [Public School] 2014-15,School Type [Public School] 2014-15,Magnet School [Public School] 2014-15,Charter School [Public School] 2014-15,Title I Eligible School [Public School] 2014-15,Title I School Status [Public School] 2014-15,Latitude [Public School] 2014-15,Longitude [Public School] 2014-15,Lowest Grade Offered [Public School] 2014-15,Highest Grade Offered [Public School] 2014-15,Grade 12 offered [Public School] 2014-15,Grade 11 offered [Public School] 2014-15,Grade 10 offered [Public School] 2014-15,Grade 9 offered [Public School] 2014-15,Total Students All Grades (Excludes AE) [Public School] 2014-15,Grades 9-12 Students [Public School] 2014-15,Biology,English,Math
434,North Carolina,The Academy at Smith,2225 SOUTH HOLDEN ROAD,GREENSBORO,27407,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,36.034809,-79.847021,9th Grade,12th Grade,1,1,1,1,224,224,66.7,83.3,83.3
435,North Carolina,The Franklin School of Innovation,104 PEACHTREE ROAD,ASHEVILLE,28803,999999,1-Regular school,0,1,1,2-Eligible for Title I TAS provides TAS program,35.510990,-82.522501,6th Grade,9th Grade,0,0,0,1,275,48,42.6,66.7,78.3
436,North Carolina,The Hawbridge School,1735 SAXAPAHAW BETHLEHEM CHURC,SAXAPAHAW,27340,999999,1-Regular school,0,1,0,6-Not eligible for either TAS or SWP,35.946619,-79.318981,6th Grade,12th Grade,1,1,1,1,239,126,75.5,86.0,76.2
437,North Carolina,The JP Knapp ECH (i)School,2966 CARATOKE HWY,CURRITUCK,27929,999999,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,36.444450,-76.014171,9th Grade,13th Grade,1,1,1,1,258,244,91.2,89.2,94.0
438,North Carolina,The School for Creative Studies,5001 RED MILL ROAD,DURHAM,27704,8566,1-Regular school,0,0,1,5-Eligible for Title I SWP provides SWP program,36.072007,-78.822916,6th Grade,10th Grade,0,0,1,1,449,153,47.9,56.5,58.6
439,North Carolina,Thomas Jefferson Class Academy,2527 US 221A HWY,MOORESBORO,28114,7698,1-Regular school,0,1,0,6-Not eligible for either TAS or SWP,35.272252,-81.794303,Kindergarten,12th Grade,1,1,1,1,1303,360,70.5,93.5,91.3
440,North Carolina,Thomasville High,410 UNITY STREET,THOMASVILLE,27360,2532,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.900127,-80.076063,9th Grade,12th Grade,1,1,1,1,700,700,28.5,42.5,34.1
441,North Carolina,Topsail High,245 NORTH ST JOHN'S ROAD,HAMPSTEAD,28443,999999,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,34.395709,-77.681587,9th Grade,12th Grade,1,1,1,1,1255,1255,70.5,76.0,66.9
442,North Carolina,Tri-County Early College High,21 CAMPUS CIRCLE,MURPHY,28906,999999,1-Regular school,0,0,1,1-Eligible for Title I TAS provides no program,35.067838,-83.965117,9th Grade,13th Grade,1,1,1,1,132,129,77.5,75.0,78.3
443,North Carolina,Triad Math and Science Academy,700 CREEK RIDGE RD,GREENSBORO,27406,999999,1-Regular school,0,1,1,5-Eligible for Title I SWP provides SWP program,36.030140,-79.809571,Kindergarten,12th Grade,1,1,1,1,1106,207,58.5,60.8,74.1
444,North Carolina,Triangle Math and Science Academy,312 GREGSON DR.,CARY,27511,999999,1-Regular school,0,1,0,6-Not eligible for either TAS or SWP,35.733200,-78.805791,Kindergarten,8th Grade,0,0,0,0,458,999999,95.0,93.3,93.1
445,North Carolina,Trinity High,5746 TRINITY HIGH SCHOOL RD,TRINITY,27370,"=""0131""",1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.894008,-79.997579,9th Grade,12th Grade,1,1,1,1,766,766,50.5,56.8,72.6
446,North Carolina,Triton High,215 MAYNARD LAKE ROAD,ERWIN,28339,9797,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.338325,-78.664800,9th Grade,12th Grade,1,1,1,1,1308,1308,55.6,47.9,51.0
447,North Carolina,Tuscola High,564 TUSCOLA SCHOOL RD,WAYNESVILLE,28786,9001,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.522854,-82.951329,9th Grade,12th Grade,1,1,1,1,1013,1013,69.3,60.5,53.7
448,North Carolina,Charlotte Engineering Early College-UNCC,9000 ROBERT SNYDER RD,CHARLOTTE,28262,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.311974,-80.741263,9th Grade,9th Grade,0,0,0,1,100,100,67.7,85.9,77.8
449,North Carolina,UNCG Early/Middle College,1408 WALKER AVENUE,GREENSBORO,27412,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,36.068399,-79.812765,9th Grade,12th Grade,1,1,1,1,199,199,64.0,77.1,81.1
450,North Carolina,Union Academy,158 UNION SCHOOL RD,FRANKLIN,28734,999999,4-Alternative/other school,0,0,1,4-Eligible for Title I SWP provides no program,35.116600,-83.399601,6th Grade,12th Grade,1,1,1,1,114,87,67.7,84.6,72.6
451,North Carolina,Union Academy,675 NORTH ML KING JR BLVD,MONROE,28110,999999,1-Regular school,0,1,0,6-Not eligible for either TAS or SWP,34.991280,-80.579671,Kindergarten,12th Grade,1,1,1,1,1412,473,67.7,84.6,72.6
452,North Carolina,Union County Early College,4209A OLD CHARLOTTE HWY,MONROE,28110,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.031163,-80.620490,9th Grade,13th Grade,1,1,1,1,343,293,90.0,93.6,89.6
453,North Carolina,Union High,1189 KADER MERRITT ROAD,ROSE HILL,28458,999999,1-Regular school,0,0,1,5-Eligible for Title I SWP provides SWP program,34.807525,-78.240344,9th Grade,12th Grade,1,1,1,1,560,560,37.1,52.6,54.5
454,North Carolina,Union Pines High,1981 UNION CHURCH RD,CAMERON,28326,7957,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,35.317230,-79.348630,9th Grade,12th Grade,1,1,1,1,1323,1323,68.9,68.8,64.5
455,North Carolina,Uwharrie Charter Academy,301 LEWALLEN RD.,ASHEBORO,27203,999999,1-Regular school,0,1,0,6-Not eligible for either TAS or SWP,35.691832,-79.832822,9th Grade,11th Grade,0,1,1,1,318,318,56.2,61.2,54.0
456,North Carolina,Vance Co Early College,200 COMMUNITY COLLEGE RD,HENDERSON,27537,999999,1-Regular school,0,0,1,1-Eligible for Title I TAS provides no program,36.322544,-78.488630,9th Grade,13th Grade,1,1,1,1,229,191,76.7,90.8,73.2
457,North Carolina,Vance High,7600 IBM DR,CHARLOTTE,28262,999999,1-Regular school,0,0,1,5-Eligible for Title I SWP provides SWP program,35.300403,-80.769214,9th Grade,12th Grade,1,1,1,1,1714,1714,29.9,40.0,45.6
458,North Carolina,Vernon Malone College and Career Academy,2200 S WILMINGTON ST,RALEIGH,27603,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.752260,-78.644081,10th Grade,12th Grade,1,1,1,0,130,130,64.5,77.0,68.9
459,North Carolina,Voyager Academy,101 HOCK PARC,DURHAM,27704,999999,1-Regular school,0,1,1,2-Eligible for Title I TAS provides TAS program,36.045630,-78.896020,Kindergarten,12th Grade,1,1,1,1,1350,419,53.7,76.6,79.8
460,North Carolina,Wake Early College of Health and Science,2901 HOLSTON LANE,RALEIGH,27610,999999,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,35.784475,-78.585294,9th Grade,13th Grade,1,1,1,1,309,278,95.0,95.0,95.0
461,North Carolina,Wake Forest High School,420 STADIUM DRIVE,WAKE FOREST,27587,2599,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,35.985147,-78.515849,9th Grade,12th Grade,1,1,1,1,1953,1953,62.9,71.2,65.5
462,North Carolina,Wake Young Women's Leadership Academy,301 ASHE AVENUE,RALEIGH,27606,999999,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,35.778230,-78.659291,6th Grade,11th Grade,0,1,1,1,281,120,72.2,95.0,87.3
463,North Carolina,Wakefield High,2200 WAKEFIELD PINES DRIVE,RALEIGH,27614,999999,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,35.947346,-78.570376,9th Grade,12th Grade,1,1,1,1,2387,2387,54.7,69.4,61.8
464,North Carolina,Walkertown High,5801 SULLIVANTOWN ROAD,WALKERTOWN,27051,999999,1-Regular school,0,0,1,5-Eligible for Title I SWP provides SWP program,36.175050,-80.146841,9th Grade,12th Grade,1,1,1,1,738,738,50.6,51.9,39.5
465,North Carolina,Wallace-Rose Hill High,602 HIGH SCHOOL ROAD,TEACHEY,28464,9799,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,34.771222,-77.999705,9th Grade,12th Grade,1,1,1,1,667,667,40.3,40.7,42.9
466,North Carolina,Walter M Williams High,1307 S CHURCH STREET,BURLINGTON,27215,4919,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,36.088052,-79.453662,9th Grade,12th Grade,1,1,1,1,1192,1192,47.2,61.1,50.2
467,North Carolina,Warren County High,149 CAMPUS DRIVE,WARRENTON,27589,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,36.432685,-78.165439,9th Grade,12th Grade,1,1,1,1,415,415,6.1,35.1,13.7
468,North Carolina,Warren Early College High,210 RIDGEWAY ST,WARRENTON,27589,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,36.402469,-78.155132,9th Grade,13th Grade,1,1,1,1,132,109,70.6,85.3,83.3
469,North Carolina,Warren New Tech High,219 US HWY 158 BYPASS,WARRENTON,27589,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,36.433881,-78.174492,9th Grade,12th Grade,1,1,1,1,202,202,53.8,71.8,34.9
470,North Carolina,Washington High,400 SLATESTONE ROAD,WASHINGTON,27889,9467,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.557454,-77.013522,9th Grade,12th Grade,1,1,1,1,1035,1035,22.4,33.7,40.0
471,North Carolina,Washington Montessori,2330 OLD BATH HWY,WASHINGTON,27889,999999,1-Regular school,0,1,0,6-Not eligible for either TAS or SWP,35.540821,-76.977987,Kindergarten,9th Grade,0,0,0,1,332,14,52.4,85.7,50.0
472,North Carolina,Watauga High,300 GO PIONEERS DRIVE,BOONE,28607,999999,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,36.215934,-81.650459,9th Grade,12th Grade,1,1,1,1,1365,1365,56.6,71.8,62.7
473,NORTH CAROLINA,Watauga Innovation Academy,300 GO PIONEERS DRIVE,BOONE,28607,999999,1-Regular school,NaN,0,NaN,NaN,99999,99999,NaN,NaN,0,0,0,0,999999,999999,63.1,75.0,63.4
474,North Carolina,Wayne Early / Middle College High,3000 WAYNE MEMORIAL DRIVE,GOLDSBORO,27534,999999,1-Regular school,0,0,1,1-Eligible for Title I TAS provides no program,35.405530,-77.944371,9th Grade,13th Grade,1,1,1,1,256,244,95.0,90.0,85.7
475,North Carolina,Wayne School of Engineering,700 N HERMAN ST,GOLDSBORO,27530,999999,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,35.386390,-77.980531,6th Grade,13th Grade,1,1,1,1,449,235,93.5,92.1,83.8
476,North Carolina,Weddington High,4901 MONROE-WEDDINGTON ROAD,MATTHEWS,28104,999999,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,35.004770,-80.725001,9th Grade,12th Grade,1,1,1,1,1342,1342,90.3,95.0,92.4
477,North Carolina,West Bladen High,1600 NC HWY 410,BLADENBORO,28320,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,34.639447,-78.741603,9th Grade,12th Grade,1,1,1,1,781,781,42.6,52.4,40.8
478,North Carolina,West Brunswick High,550 WHITEVILLE ROAD NW,SHALLOTTE,28470,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,33.980396,-78.409996,9th Grade,12th Grade,1,1,1,1,1360,1360,66.8,66.8,63.1
479,North Carolina,West Caldwell High,300 W CALDWELL DRIVE,LENOIR,28645,9671,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.886674,-81.591703,9th Grade,12th Grade,1,1,1,1,900,900,58.1,38.4,44.1
480,North Carolina,West Carteret High,4700 COUNTRY CLUB ROAD,MOREHEAD CITY,28557,6218,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,34.737347,-76.785870,9th Grade,12th Grade,1,1,1,1,1215,1215,72.9,71.0,73.3
481,North Carolina,West Charlotte High,2219 SENIOR DR,CHARLOTTE,28216,4399,1-Regular school,0,0,1,5-Eligible for Title I SWP provides SWP program,35.265904,-80.859596,9th Grade,12th Grade,1,1,1,1,1777,1777,36.6,39.8,23.9
482,North Carolina,West Columbus High,7294 ANDREW JACKSON HWY,CERRO GORDO,28430,"=""0130""",1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,34.328040,-78.924021,9th Grade,12th Grade,1,1,1,1,465,465,56.7,59.2,57.4
483,North Carolina,West Craven High,2600 STREETS FERRY ROAD,VANCEBORO,28586,8353,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.237470,-77.138291,9th Grade,12th Grade,1,1,1,1,973,973,37.9,54.7,45.3
484,North Carolina,West Davidson High,200 DRAGON DRIVE,LEXINGTON,27295,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.803349,-80.366349,9th Grade,12th Grade,1,1,1,1,792,792,63.0,56.9,48.3
485,North Carolina,West Forsyth High,1735 LEWISVILLE-CLEMMONS,CLEMMONS,27012,9299,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,36.063257,-80.386402,9th Grade,12th Grade,1,1,1,1,2177,2177,80.0,78.0,67.5
486,North Carolina,West Henderson High,3600 HAYWOOD ROAD,HENDERSONVILLE,28791,9750,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,35.366243,-82.515180,9th Grade,12th Grade,1,1,1,1,1090,1090,61.4,73.1,70.3
487,North Carolina,West Iredell High,213 WARRIOR DR,STATESVILLE,28677,9602,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.795296,-80.992185,9th Grade,12th Grade,1,1,1,1,918,918,46.4,52.3,39.1
488,North Carolina,West Johnston High,5935 RALEIGH ROAD,BENSON,27504,7140,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,35.522969,-78.537151,9th Grade,12th Grade,1,1,1,1,1359,1359,62.4,65.7,71.0
489,North Carolina,West Lincoln High,172 SHOAL RD,LINCOLNTON,28092,"=""0772""",1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.485245,-81.389653,9th Grade,12th Grade,1,1,1,1,919,919,63.9,55.8,65.0
490,North Carolina,West Mecklenburg High,7400 TUCKASEEGEE RD,CHARLOTTE,28214,2621,1-Regular school,0,0,1,5-Eligible for Title I SWP provides SWP program,35.248774,-80.952396,9th Grade,12th Grade,1,1,1,1,2040,2040,25.8,34.8,27.6
491,North Carolina,West Montgomery High,147 WARRIOR DRIVE,MOUNT GILEAD,27306,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.296460,-79.961510,9th Grade,12th Grade,1,1,1,1,572,572,33.8,48.5,54.5
492,North Carolina,West Rowan High,8050 NC 801 HWY,MOUNT ULLA,28125,8619,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.699338,-80.643051,9th Grade,12th Grade,1,1,1,1,1089,1089,27.3,58.1,34.0
493,North Carolina,West Stanly High,306 EAST RED CROSS ROAD,OAKBORO,28129,9449,1-Regular school,0,0,1,1-Eligible for Title I TAS provides no program,35.267100,-80.345987,9th Grade,12th Grade,1,1,1,1,816,816,66.1,68.3,61.3
494,North Carolina,West Stokes High,1400 PRIDDY ROAD,KING,27021,999999,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,36.314095,-80.375825,9th Grade,12th Grade,1,1,1,1,977,977,45.9,57.7,48.7
495,North Carolina,West Wilkes High,6598 BOONE TRAIL,MILLERS CREEK,28651,8387,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,36.185682,-81.259651,9th Grade,12th Grade,1,1,1,1,689,689,67.4,68.2,72.3
496,North Carolina,Western Alamance High,1731 N NC 87,ELON,27244,999999,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,36.153129,-79.498292,9th Grade,12th Grade,1,1,1,1,1233,1233,51.6,58.2,59.8
497,North Carolina,Western Guilford High,409 FRIENDWAY ROAD,GREENSBORO,27410,4998,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,36.082130,-79.907670,9th Grade,12th Grade,1,1,1,1,1308,1308,46.2,61.5,50.0
498,North Carolina,Western Harnett High,10637 NC HWY 27 WEST,LILLINGTON,27546,9600,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.335987,-78.981064,9th Grade,12th Grade,1,1,1,1,1338,1338,49.5,51.1,43.2
499,North Carolina,Westover High,277 BONANZA DRIVE,FAYETTEVILLE,28303,6397,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.084355,-78.992249,9th Grade,12th Grade,1,1,1,1,1133,1133,33.8,46.3,33.9
500,North Carolina,Wheatmore High,3678 FINCH FARM RD,TRINITY,27370,999999,1-Regular school,0,0,1,1-Eligible for Title I TAS provides no program,35.828920,-80.007711,9th Grade,12th Grade,1,1,1,1,815,815,59.0,60.8,62.6
501,North Carolina,White Oak High,1001 PINEY GREEN RD,JACKSONVILLE,28546,8599,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,34.768656,-77.348389,9th Grade,12th Grade,1,1,1,1,1088,1088,65.5,48.9,50.3
502,North Carolina,Whiteville High,413 N LEE STREET,WHITEVILLE,28472,3229,1-Regular school,0,0,1,5-Eligible for Title I SWP provides SWP program,34.334558,-78.706792,9th Grade,12th Grade,1,1,1,1,718,718,60.7,63.4,44.4
503,North Carolina,Wilkes Central High,1179 MORAVIAN FALLS RD,WILKESBORO,28697,9443,1-Regular school,0,0,1,1-Eligible for Title I TAS provides no program,36.110032,-81.178481,9th Grade,12th Grade,1,1,1,1,865,865,42.3,51.3,50.0
504,North Carolina,Wilkes Early College High,1328 S COLLEGIATE DR,WILKESBORO,28697,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,36.135510,-81.183711,9th Grade,13th Grade,1,1,1,1,243,215,86.0,95.0,91.8
505,North Carolina,William Amos Hough High,12420 BAILEY RD,CORNELIUS,28031,999999,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,35.467290,-80.827491,9th Grade,12th Grade,1,1,1,1,2453,2453,79.4,81.0,82.2
506,North Carolina,Wilmington Early College High,4500 BLUE CLAY RD,CASTLE HAYNE,28429,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,34.322732,-77.878835,9th Grade,13th Grade,1,1,1,1,189,161,62.9,82.9,89.7
507,North Carolina,Wilson Early College Academy,902 HERRING ST,WILSON,27893,"=""0305""",1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.729070,-77.895801,9th Grade,13th Grade,1,1,1,1,253,224,88.4,93.2,88.8
508,North Carolina,Wilson Preparatory Academy,2755 TILGHMAN ROAD N.,WILSON,27896,999999,1-Regular school,0,1,1,5-Eligible for Title I SWP provides SWP program,35.767700,-77.921541,Kindergarten,8th Grade,0,0,0,0,359,999999,53.5,74.4,42.0
509,North Carolina,Winston-Salem Preparatory Acad,1215 NORTH CAMERON AVENUE,WINSTON-SALEM,27101,999999,1-Regular school,1,0,1,5-Eligible for Title I SWP provides SWP program,36.110174,-80.221886,6th Grade,12th Grade,1,1,1,1,425,232,11.9,29.8,24.1
510,North Carolina,Woods Charter,160 WOODLAND GROVE LANE,CHAPEL HILL,27516,999999,1-Regular school,0,1,0,6-Not eligible for either TAS or SWP,35.815500,-79.114000,Kindergarten,12th Grade,1,1,1,1,509,184,95.0,95.0,95.0
511,North Carolina,Yadkin Early College,4649 HIGHWAY 601,YADKINVILLE,27055,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,36.147990,-80.673674,9th Grade,13th Grade,1,1,1,1,213,186,82.6,87.0,95.0
512,North Carolina,Yadkin Valley Regional Career Academy,2065 E. HOLLY GROVE ROAD,LEXINGTON,27292,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.817104,-80.188747,9th Grade,11th Grade,0,1,1,1,132,132,77.4,84.4,84.4
